,CODLOCALIDAD,NPCEP17,NPCEP4,NPCEP5,DPTOMPIO,NVCBP8B,NVCBP8H,NVCBP11AA,LOCALIDAD_TEX
928,3.0,6,33,2,11001,2,2,3.0,SANTA FE
929,4.0,6,78,2,11001,1,2,2.0,SAN CRISTOBAL
930,4.0,6,32,2,11001,2,2,2.0,SAN CRISTOBAL
931,9.0,6,38,2,11001,2,2,3.0,FONTIBON
932,9.0,6,14,2,11001,1,2,3.0,FONTIBON
933,9.0,6,31,2,11001,2,2,2.0,FONTIBON
934,9.0,6,68,2,11001,2,2,2.0,FONTIBON
935,8.0,6,24,2,11001,2,2,3.0,KENNEDY
936,8.0,6,22,1,11001,2,2,3.0,KENNEDY
937,16.0,6,71,2,11001,2,2,3.0,PUENTE ARANDA
938,16.0,6,80,2,11001,1,2,3.0,PUENTE ARANDA
939,,6,26,2,25151,1,2,2.0,
940,,6,49,2,25151,2,2,2.0,
941,,6,53,2,25151,2,2,2.0,
942,11.0,6,4,2,11001,2,2,2.0,SUBA
943,11.0,6,56,2,11001,2,2,2.0,SUBA
944,11.0,6,55,2,11001,2,2,3.0,SUBA
945,11.0,6,37,1,11001,9,9,3.0,SUBA
946,11.0,6,20,1,11001,2,2,2.0,SUBA
947,11.0,6,64,2,11001,2,1,2.0,SUBA
948,11.0,6,37,2,11001,1,2,2.0,SUBA
949,10.0,6,60,2,11001,1,1,3.0,ENGATIVA
950,10.0,6,87,2,11001,2,2,3.0,ENGATIVA
951,10.0,6,52,2,11001,1,2,3.0,ENGATIVA
952,10.0,6,48,2,11001,1,2,3.0,ENGATIVA
953,10.0,6,11,1,11001,1,2,3.0,ENGATIVA
954,10.0,1,50,2,11001,2,2,3.0,ENGATIVA
955,10.0,5,65,2,11001,2,2,3.0,ENGATIVA
956,10.0,6,38,2,11001,2,2,3.0,ENGATIVA
957,10.0,6,11,2,11001,2,2,3.0,ENGATIVA
958,10.0,6,53,2,11001,2,2,3.0,ENGATIVA
959,,6,27,1,25269,2,2,2.0,
960,,6,29,2,25269,2,2,2.0,
961,,6,6,2,25269,2,2,1.0,
962,,6,15,2,25286,2,2,3.0,
963,,6,37,1,25286,2,2,2.0,
964,,6,11,1,25286,1,1,3.0,
965,,6,19,2,25286,1,1,2.0,
966,,6,63,1,25286,2,2,1.0,
967,,6,21,1,25286,1,2,3.0,
968,,6,56,2,25286,9,2,3.0,
969,,6,18,2,25286,2,2,2.0,
970,,6,32,2,25286,2,2,1.0,
971,,6,25,2,25286,2,2,2.0,
972,,6,22,2,25286,1,2,2.0,
973,,6,33,1,25386,1,2,3.0,
974,,6,67,1,25386,2,2,3.0,
975,,6,71,2,25386,2,2,3.0,
976,,6,30,1,25386,2,2,3.0,
977,,6,18,1,25386,2,2,3.0,
978,,6,9,1,25386,2,2,4.0,
979,,6,23,1,25386,2,2,2.0,
980,,6,8,2,25183,1,2,2.0,
981,,6,60,2,25183,1,9,2.0,
982,,6,40,2,25183,2,2,2.0,
983,,6,63,2,25740,2,2,2.0,
984,,6,15,2,25740,2,2,2.0,
985,,6,20,2,25740,1,2,2.0,
986,,6,21,2,25740,1,2,2.0,
987,,6,2,2,25740,1,2,2.0,
988,,6,12,2,25740,2,2,2.0,
989,,6,7,1,25740,2,1,2.0,
990,,6,2,2,25769,2,2,2.0,
991,,6,11,2,25769,2,2,2.0,
992,,6,32,1,25785,2,2,3.0,
993,,6,62,2,25785,9,9,4.0,
994,,6,6,2,25438,2,2,2.0,
995,,6,80,1,25438,1,2,1.0,
996,,6,24,1,25438,1,2,2.0,
997,,6,33,2,25438,2,2,2.0,
998,,6,37,2,25438,1,1,2.0,
999,,6,14,1,25438,2,2,1.0,
1000,,6,69,1,25438,1,1,1.0,
1001,,6,62,2,25438,1,2,2.0,
1002,,6,38,2,25438,2,2,1.0,
1003,,6,43,1,25438,1,2,1.0,
1004,,6,13,1,25438,2,2,2.0,
1005,,6,54,2,25438,2,2,2.0,
1006,,6,18,1,25781,2,2,2.0,
1007,,6,17,2,25781,2,2,2.0,
1008,,6,50,2,25843,2,2,3.0,
1009,10.0,6,11,1,11001,2,2,4.0,ENGATIVA
1010,10.0,6,60,2,11001,2,2,3.0,ENGATIVA
1011,10.0,6,40,2,11001,2,2,4.0,ENGATIVA
1012,10.0,6,7,2,11001,1,2,4.0,ENGATIVA
1013,12.0,6,36,1,11001,2,2,3.0,BARRIOS UNIDOS
1014,10.0,6,6,2,11001,2,2,3.0,ENGATIVA
1015,9.0,6,43,1,11001,2,2,4.0,FONTIBON
1016,9.0,6,55,2,11001,2,2,4.0,FONTIBON
1017,9.0,6,76,2,11001,2,2,4.0,FONTIBON
1018,13.0,6,37,1,11001,2,2,4.0,TEUSAQUILLO
1019,12.0,6,30,1,11001,2,2,3.0,BARRIOS UNIDOS
1020,12.0,6,50,2,11001,2,2,3.0,BARRIOS UNIDOS
1021,15.0,6,42,2,11001,2,2,3.0,ANTONIO NARIÑO
1022,15.0,6,77,2,11001,2,2,3.0,ANTONIO NARIÑO
1023,15.0,6,19,1,11001,1,2,3.0,ANTONIO NARIÑO
1024,15.0,6,13,1,11001,2,2,3.0,ANTONIO NARIÑO
1025,15.0,6,26,2,11001,2,2,3.0,ANTONIO NARIÑO
1026,4.0,6,45,2,11001,2,2,2.0,SAN CRISTOBAL
1027,4.0,6,17,1,11001,2,2,2.0,SAN CRISTOBAL
1028,4.0,6,16,2,11001,2,2,2.0,SAN CRISTOBAL
1029,5.0,6,30,2,11001,2,2,2.0,USME
1030,5.0,6,19,2,11001,1,2,1.0,USME
1031,5.0,6,16,2,11001,2,2,1.0,USME
1032,5.0,6,30,2,11001,2,2,1.0,USME
1033,5.0,6,10,1,11001,2,2,1.0,USME
1034,18.0,6,11,1,11001,2,2,2.0,RAFAEL URIBE URIBE
1035,16.0,6,64,2,11001,2,2,3.0,PUENTE ARANDA
1036,16.0,6,11,2,11001,2,2,3.0,PUENTE ARANDA
1037,16.0,6,76,2,11001,2,2,3.0,PUENTE ARANDA
1038,16.0,6,43,2,11001,2,2,3.0,PUENTE ARANDA
1039,16.0,6,16,1,11001,1,9,3.0,PUENTE ARANDA
1040,8.0,6,14,1,11001,2,2,2.0,KENNEDY
1041,8.0,6,80,1,11001,2,2,2.0,KENNEDY
1042,19.0,6,43,2,11001,2,2,3.0,CIUDAD BOLIVAR
1043,19.0,6,20,1,11001,2,2,3.0,CIUDAD BOLIVAR
1044,19.0,6,21,2,11001,2,2,3.0,CIUDAD BOLIVAR
1045,19.0,6,71,2,11001,2,2,1.0,CIUDAD BOLIVAR
1046,19.0,6,30,1,11001,1,2,2.0,CIUDAD BOLIVAR
1047,19.0,6,85,1,11001,2,2,1.0,CIUDAD BOLIVAR
1048,19.0,6,75,1,11001,1,1,1.0,CIUDAD BOLIVAR
1049,8.0,6,9,1,11001,1,2,2.0,KENNEDY
1050,8.0,6,38,1,11001,2,2,2.0,KENNEDY
1051,8.0,6,19,2,11001,2,2,2.0,KENNEDY
1052,8.0,6,70,1,11001,2,2,2.0,KENNEDY
1053,8.0,6,11,1,11001,1,2,2.0,KENNEDY
1054,8.0,6,26,1,11001,2,2,3.0,KENNEDY
1055,8.0,6,33,2,11001,2,2,2.0,KENNEDY
1056,9.0,6,25,2,11001,2,2,4.0,FONTIBON
1057,9.0,6,23,2,11001,1,2,4.0,FONTIBON
1058,9.0,6,63,2,11001,2,2,3.0,FONTIBON
1059,8.0,6,60,2,11001,2,2,3.0,KENNEDY
1060,16.0,6,12,1,11001,2,2,3.0,PUENTE ARANDA
1061,16.0,6,16,1,11001,2,2,1.0,PUENTE ARANDA
1062,16.0,5,34,1,11001,1,2,1.0,PUENTE ARANDA
1063,16.0,6,17,1,11001,2,2,1.0,PUENTE ARANDA
1064,16.0,6,7,1,11001,2,2,1.0,PUENTE ARANDA
1065,16.0,6,81,1,11001,2,2,1.0,PUENTE ARANDA
1066,,6,65,2,25200,1,1,2.0,
1067,,6,87,1,25200,2,2,2.0,
1068,,6,13,1,25200,2,2,2.0,
1069,,6,69,1,25200,2,2,3.0,
1070,,6,11,1,25200,1,2,2.0,
1071,,6,73,2,25200,2,2,2.0,
1072,,6,8,1,25307,2,2,2.0,
1073,,6,8,1,25307,2,2,2.0,
1074,,6,84,2,25307,2,2,2.0,
1075,,6,85,2,25307,2,2,3.0,
1076,,6,58,2,25307,2,2,3.0,
1077,,6,30,1,25785,2,2,3.0,
1078,,6,55,1,25662,2,2,3.0,
1079,,6,55,2,25662,2,2,3.0,
1080,,5,21,1,25126,1,2,3.0,
1081,,6,2,1,25126,2,2,3.0,
1082,,6,59,1,25126,1,2,2.0,
1083,,6,87,1,25151,2,2,2.0,
1084,,6,24,2,25151,1,2,1.0,
1085,,6,76,2,25151,1,2,2.0,
1086,,6,69,2,25151,2,2,3.0,
1087,8.0,6,68,2,11001,2,2,2.0,KENNEDY
1088,8.0,6,58,1,11001,2,2,2.0,KENNEDY
1089,8.0,6,5,1,11001,2,2,2.0,KENNEDY
1090,8.0,6,28,2,11001,2,2,2.0,KENNEDY
1091,7.0,6,85,2,11001,2,2,2.0,BOSA
1092,7.0,6,5,2,11001,2,2,2.0,BOSA
1093,8.0,6,22,1,11001,2,2,3.0,KENNEDY
1094,9.0,6,71,2,11001,2,2,3.0,FONTIBON
1095,9.0,6,28,2,11001,2,2,3.0,FONTIBON
1096,9.0,6,59,2,11001,1,2,3.0,FONTIBON
1097,9.0,6,17,2,11001,2,2,3.0,FONTIBON
1098,16.0,6,34,1,11001,2,2,3.0,PUENTE ARANDA
1099,16.0,6,9,2,11001,2,2,3.0,PUENTE ARANDA
1100,16.0,6,69,1,11001,2,2,3.0,PUENTE ARANDA
1101,,6,33,2,25736,2,2,2.0,
1102,,6,70,2,25793,2,2,1.0,
1103,,6,27,2,25286,2,2,2.0,
1104,,6,58,2,25286,1,2,2.0,
1105,,6,20,1,25286,2,2,2.0,
1106,,6,3,1,25286,2,2,3.0,
1107,,6,70,2,25286,1,1,3.0,
1108,,6,12,2,25295,2,1,3.0,
1109,,6,18,2,25769,2,2,2.0,
1110,,6,3,1,25769,1,2,2.0,
1111,,6,91,1,25662,1,2,2.0,
1112,,6,11,1,25662,1,2,2.0,
1113,,6,24,2,25662,2,2,2.0,
1114,,6,35,2,25662,2,2,2.0,
1115,,6,58,1,25126,1,1,2.0,
1116,,6,14,1,25126,2,2,2.0,
1117,,6,43,1,25817,2,2,2.0,
1118,,6,18,1,25817,2,2,2.0,
1119,,6,61,2,25817,2,2,3.0,
1120,,6,61,2,25817,2,2,3.0,
1121,,6,17,2,25817,2,2,2.0,
1122,,6,9,1,25817,1,2,3.0,
1123,,6,7,2,25817,1,2,3.0,
1124,,6,13,1,25513,1,1,1.0,
1125,,6,54,2,25513,1,2,2.0,
1126,,6,17,1,25513,2,2,2.0,
1127,,6,19,2,25513,1,1,2.0,
1128,,6,75,2,25513,1,1,2.0,
1129,,6,79,2,25513,1,1,2.0,
1130,,6,17,1,25290,2,2,2.0,
1131,,6,15,1,25290,1,2,2.0,
1132,,6,17,2,25290,1,2,2.0,
1133,,6,38,1,25290,2,2,2.0,
1134,,6,18,1,25290,2,2,2.0,
1135,,6,55,2,25290,2,2,2.0,
1136,,6,55,1,25290,2,2,2.0,
1137,,6,15,2,25290,2,2,2.0,
1138,11.0,6,68,2,11001,9,9,3.0,SUBA
1139,11.0,6,30,1,11001,2,2,3.0,SUBA
1140,11.0,6,42,1,11001,2,2,3.0,SUBA
1141,1.0,6,43,2,11001,2,2,2.0,USAQUEN
1142,1.0,6,15,1,11001,2,2,2.0,USAQUEN
1143,11.0,6,12,1,11001,2,2,3.0,SUBA
1144,1.0,6,62,2,11001,1,2,3.0,USAQUEN
1145,1.0,6,32,2,11001,1,2,3.0,USAQUEN
1146,1.0,6,37,2,11001,2,2,2.0,USAQUEN
1147,1.0,6,53,1,11001,2,2,3.0,USAQUEN
1148,1.0,6,34,1,11001,2,2,3.0,USAQUEN
1149,11.0,6,31,1,11001,2,2,4.0,SUBA
1150,11.0,6,55,2,11001,2,2,3.0,SUBA
1151,11.0,6,48,2,11001,2,2,4.0,SUBA
1152,1.0,6,43,2,11001,2,2,5.0,USAQUEN
1153,1.0,6,78,1,11001,2,2,6.0,USAQUEN
1154,1.0,6,71,1,11001,2,2,5.0,USAQUEN
1155,1.0,6,25,2,11001,2,2,4.0,USAQUEN
1156,1.0,6,27,2,11001,1,2,4.0,USAQUEN
1157,1.0,6,69,1,11001,2,2,5.0,USAQUEN
1158,1.0,6,35,2,11001,2,2,4.0,USAQUEN
1159,1.0,6,28,2,11001,1,2,5.0,USAQUEN
1160,11.0,6,27,2,11001,2,1,3.0,SUBA
1161,11.0,6,11,1,11001,2,2,3.0,SUBA
1162,11.0,6,40,2,11001,1,2,2.0,SUBA
1163,11.0,6,24,2,11001,2,2,2.0,SUBA
1164,11.0,6,12,1,11001,2,2,4.0,SUBA
1165,11.0,6,67,2,11001,2,2,2.0,SUBA
1166,11.0,6,15,1,11001,2,2,2.0,SUBA
1167,11.0,6,4,1,11001,2,2,2.0,SUBA
1168,11.0,6,11,2,11001,2,2,2.0,SUBA
1169,11.0,6,59,1,11001,2,2,2.0,SUBA
1170,11.0,6,28,1,11001,9,9,2.0,SUBA
1171,11.0,6,3,1,11001,9,9,2.0,SUBA
1172,12.0,6,80,2,11001,2,2,4.0,BARRIOS UNIDOS
1173,10.0,6,74,2,11001,2,2,3.0,ENGATIVA
1174,10.0,6,14,2,11001,1,1,2.0,ENGATIVA
1175,12.0,6,52,2,11001,2,2,3.0,BARRIOS UNIDOS
1176,12.0,6,85,2,11001,2,2,3.0,BARRIOS UNIDOS
1177,12.0,6,24,2,11001,1,1,3.0,BARRIOS UNIDOS
1178,12.0,6,16,1,11001,1,2,3.0,BARRIOS UNIDOS
1179,4.0,6,52,2,11001,2,2,2.0,SAN CRISTOBAL
1180,15.0,6,82,1,11001,2,2,2.0,ANTONIO NARIÑO
1181,15.0,6,25,1,11001,2,2,2.0,ANTONIO NARIÑO
1182,14.0,6,4,1,11001,2,2,3.0,LOS MARTIRES
1183,3.0,6,69,2,11001,2,2,4.0,SANTA FE
1184,3.0,6,19,2,11001,2,2,4.0,SANTA FE
1185,3.0,6,62,1,11001,2,2,4.0,SANTA FE
1186,17.0,6,42,2,11001,2,2,2.0,CANDELARIA
1187,17.0,6,63,2,11001,1,2,2.0,CANDELARIA
1188,17.0,6,23,2,11001,2,2,2.0,CANDELARIA
1189,4.0,6,52,2,11001,2,2,2.0,SAN CRISTOBAL
1190,4.0,6,25,2,11001,2,2,2.0,SAN CRISTOBAL
1191,5.0,6,7,2,11001,2,2,1.0,USME
1192,5.0,6,14,1,11001,1,2,1.0,USME
1193,5.0,6,4,1,11001,2,2,1.0,USME
1194,16.0,6,42,2,11001,2,2,3.0,PUENTE ARANDA
1195,16.0,6,42,1,11001,2,2,3.0,PUENTE ARANDA
1196,16.0,6,24,2,11001,2,2,3.0,PUENTE ARANDA
1197,16.0,6,11,1,11001,2,2,3.0,PUENTE ARANDA
1198,16.0,6,33,1,11001,2,2,3.0,PUENTE ARANDA
1199,16.0,6,28,1,11001,2,2,3.0,PUENTE ARANDA
1200,16.0,6,75,1,11001,2,2,3.0,PUENTE ARANDA
1201,16.0,6,70,1,11001,2,2,3.0,PUENTE ARANDA
1202,18.0,6,15,2,11001,2,2,3.0,RAFAEL URIBE URIBE
1203,18.0,6,15,2,11001,1,2,3.0,RAFAEL URIBE URIBE
1204,18.0,6,12,1,11001,2,2,3.0,RAFAEL URIBE URIBE
1205,18.0,6,40,2,11001,2,2,3.0,RAFAEL URIBE URIBE
1206,18.0,6,60,2,11001,1,2,3.0,RAFAEL URIBE URIBE
1207,8.0,6,4,1,11001,2,2,3.0,KENNEDY
1208,7.0,6,22,2,11001,2,2,2.0,BOSA
1209,8.0,6,48,2,11001,2,2,2.0,KENNEDY
1210,8.0,6,11,1,11001,2,2,2.0,KENNEDY
1211,9.0,6,41,2,11001,2,2,2.0,FONTIBON
1212,9.0,6,50,2,11001,2,2,2.0,FONTIBON
1213,9.0,6,35,1,11001,2,2,2.0,FONTIBON
1214,9.0,6,9,1,11001,2,2,2.0,FONTIBON
1215,9.0,6,51,1,11001,2,2,2.0,FONTIBON
1216,9.0,6,47,2,11001,2,2,2.0,FONTIBON
1217,9.0,6,13,2,11001,2,2,2.0,FONTIBON
1218,9.0,6,9,1,11001,2,2,2.0,FONTIBON
1219,9.0,6,2,2,11001,2,2,2.0,FONTIBON
1220,9.0,6,25,1,11001,2,2,4.0,FONTIBON
1221,,6,42,1,25736,1,1,2.0,
1222,,6,41,1,25736,1,2,3.0,
1223,,6,19,1,25736,9,9,2.0,
1224,,6,16,2,25736,2,2,2.0,
1225,,6,5,1,25736,2,2,2.0,
1226,,6,16,2,25736,1,2,2.0,
1227,,6,21,2,25736,1,2,2.0,
1228,,6,46,1,25662,2,1,2.0,
1229,,6,11,2,25662,1,2,2.0,
1230,,6,19,2,25326,2,2,2.0,
1231,,6,14,2,25326,2,2,2.0,
1232,,6,34,2,25151,1,2,2.0,
1233,,6,27,2,25843,2,2,3.0,
1234,,6,15,1,25843,1,2,3.0,
1235,,6,72,2,25843,2,2,3.0,
1236,,6,69,2,25843,2,2,2.0,
1237,,6,32,2,25843,2,2,2.0,
1238,,6,27,1,25843,1,2,3.0,
1239,,6,13,1,25843,2,2,2.0,
1240,,6,16,1,25843,1,2,3.0,
1241,,6,59,1,25875,2,2,2.0,
1242,,6,64,2,25875,2,2,1.0,
1243,,6,94,2,25875,1,1,1.0,
1244,,6,76,1,25875,2,2,3.0,
1245,,6,67,2,25875,2,2,2.0,
1246,,6,84,1,25875,2,2,1.0,
1247,,6,14,2,25875,2,2,1.0,
1248,,6,5,1,25875,2,2,1.0,
1249,,6,4,1,25875,1,2,1.0,
1250,,6,15,1,25899,1,2,4.0,
1251,11.0,6,30,2,11001,2,2,6.0,SUBA
1252,11.0,6,78,1,11001,2,2,6.0,SUBA
1253,11.0,6,64,1,11001,2,2,3.0,SUBA
1254,11.0,6,29,1,11001,2,2,3.0,SUBA
1255,11.0,6,23,2,11001,1,2,3.0,SUBA
1256,11.0,6,20,1,11001,2,2,3.0,SUBA
1257,11.0,6,10,1,11001,2,2,4.0,SUBA
1258,11.0,6,22,1,11001,2,2,3.0,SUBA
1259,1.0,6,65,2,11001,2,2,6.0,USAQUEN
1260,1.0,6,49,1,11001,1,2,5.0,USAQUEN
1261,11.0,6,52,2,11001,1,2,3.0,SUBA
1262,11.0,6,25,2,11001,2,2,5.0,SUBA
1263,10.0,6,23,2,11001,2,2,3.0,ENGATIVA
1264,10.0,6,37,2,11001,2,2,3.0,ENGATIVA
1265,10.0,6,12,2,11001,2,2,3.0,ENGATIVA
1266,10.0,6,71,2,11001,1,2,3.0,ENGATIVA
1267,10.0,6,13,2,11001,2,2,3.0,ENGATIVA
1268,10.0,6,33,1,11001,2,2,3.0,ENGATIVA
1269,10.0,6,36,2,11001,2,2,3.0,ENGATIVA
1270,10.0,6,25,1,11001,2,2,3.0,ENGATIVA
1271,10.0,6,19,2,11001,2,2,3.0,ENGATIVA
1272,10.0,6,28,2,11001,2,2,3.0,ENGATIVA
1273,10.0,6,90,2,11001,2,2,3.0,ENGATIVA
1274,13.0,6,84,1,11001,2,2,3.0,TEUSAQUILLO
1275,13.0,6,7,1,11001,2,2,4.0,TEUSAQUILLO
1276,13.0,6,28,1,11001,2,2,4.0,TEUSAQUILLO
1277,12.0,6,37,1,11001,2,2,4.0,BARRIOS UNIDOS
1278,2.0,6,36,1,11001,2,2,5.0,CHAPINERO
1279,9.0,6,61,2,11001,1,2,4.0,FONTIBON
1280,4.0,6,45,1,11001,1,1,2.0,SAN CRISTOBAL
1281,4.0,6,31,1,11001,1,2,2.0,SAN CRISTOBAL
1282,4.0,6,6,1,11001,2,2,2.0,SAN CRISTOBAL
1283,4.0,6,3,1,11001,2,2,2.0,SAN CRISTOBAL
1284,4.0,6,22,1,11001,2,2,2.0,SAN CRISTOBAL
1285,4.0,6,61,1,11001,2,2,2.0,SAN CRISTOBAL
1286,4.0,6,67,2,11001,2,2,2.0,SAN CRISTOBAL
1287,6.0,6,23,1,11001,2,2,3.0,TUNJUELITO
1288,6.0,6,31,2,11001,2,2,2.0,TUNJUELITO
1289,6.0,6,5,2,11001,2,2,2.0,TUNJUELITO
1290,6.0,6,3,1,11001,2,2,3.0,TUNJUELITO
1291,9.0,6,3,2,11001,1,2,2.0,FONTIBON
1292,8.0,6,57,2,11001,1,2,2.0,KENNEDY
1293,8.0,6,33,1,11001,2,2,3.0,KENNEDY
1294,8.0,6,40,1,11001,2,2,2.0,KENNEDY
1295,8.0,6,54,2,11001,2,2,2.0,KENNEDY
1296,8.0,6,5,2,11001,2,2,2.0,KENNEDY
1297,8.0,6,5,1,11001,2,2,2.0,KENNEDY
1298,8.0,6,12,2,11001,2,2,2.0,KENNEDY
1299,8.0,6,35,2,11001,2,2,3.0,KENNEDY
1300,8.0,6,19,2,11001,2,2,3.0,KENNEDY
1301,16.0,6,81,2,11001,1,2,3.0,PUENTE ARANDA
1302,16.0,6,72,1,11001,1,2,3.0,PUENTE ARANDA
1303,8.0,6,60,2,11001,2,2,3.0,KENNEDY
1304,,6,10,1,25200,2,2,2.0,
1305,,6,48,2,25200,2,2,1.0,
1306,,6,57,2,25736,2,2,3.0,
1307,,6,13,2,25736,1,1,2.0,
1308,,6,74,1,25736,1,1,2.0,
1309,,6,65,2,25320,1,2,2.0,
1310,,6,21,1,25320,1,2,2.0,
1311,,6,6,2,25320,2,2,2.0,
1312,,6,49,2,25214,1,2,2.0,
1313,,6,38,2,25214,2,2,3.0,
1314,,6,74,2,25297,2,2,2.0,
1315,,6,58,2,25297,1,2,2.0,
1316,,6,5,1,25297,2,2,1.0,
1317,,6,49,2,25297,2,2,2.0,
1318,,6,4,2,25297,1,2,1.0,
1319,,6,75,1,25297,2,2,2.0,
1320,,6,93,1,25297,1,2,2.0,
1321,,6,87,2,25297,1,2,2.0,
1322,,6,89,2,25297,2,2,2.0,
1323,,6,7,2,25297,2,2,2.0,
1324,,6,13,1,25297,2,2,2.0,
1325,,6,8,1,25297,2,2,2.0,
1326,,6,28,2,25785,2,2,3.0,
1327,,6,4,2,25785,2,2,2.0,
1328,,6,8,2,25438,2,2,2.0,
1329,,6,27,1,25438,2,2,2.0,
1330,,6,18,1,25438,1,2,2.0,
1331,,6,35,2,25438,2,2,2.0,
1332,,6,12,1,25438,2,2,2.0,
1333,,6,22,2,25438,1,2,3.0,
1334,,6,63,2,25438,1,1,0.0,
1335,,6,49,2,25438,1,1,1.0,
1336,,6,9,1,25438,1,1,3.0,
1337,,6,26,2,25438,1,1,2.0,
1338,,6,15,2,25438,1,1,2.0,
1339,,6,62,2,25438,1,2,2.0,
1340,,6,81,1,25438,2,1,2.0,
1341,,6,8,2,25438,1,2,2.0,
1342,,6,41,1,25438,2,2,2.0,
1343,,6,16,1,25438,2,1,2.0,
1344,,6,5,2,25438,2,2,2.0,
1345,,6,54,2,25438,2,2,2.0,
1346,,6,56,1,25662,1,2,1.0,
1347,,6,73,2,25662,1,2,2.0,
1348,,6,22,2,25662,2,2,2.0,
1349,,6,41,2,25662,1,2,3.0,
1350,,6,64,2,25662,2,2,1.0,
1351,,6,21,1,25290,2,2,4.0,
1352,,6,20,2,25290,1,2,2.0,
1353,11.0,6,22,2,11001,2,2,3.0,SUBA
1354,11.0,6,9,2,11001,2,2,3.0,SUBA
1355,11.0,6,45,2,11001,1,2,4.0,SUBA
1356,11.0,6,19,1,11001,2,2,4.0,SUBA
1357,11.0,6,38,1,11001,2,2,4.0,SUBA
1358,11.0,6,79,2,11001,2,2,5.0,SUBA
1359,11.0,6,44,1,11001,2,2,5.0,SUBA
1360,11.0,6,4,1,11001,2,2,4.0,SUBA
1361,11.0,6,24,2,11001,2,2,5.0,SUBA
1362,11.0,6,42,1,11001,2,2,5.0,SUBA
1363,11.0,6,43,2,11001,2,2,5.0,SUBA
1364,10.0,6,52,2,11001,2,2,3.0,ENGATIVA
1365,10.0,6,59,2,11001,2,2,3.0,ENGATIVA
1366,9.0,6,40,2,11001,2,2,4.0,FONTIBON
1367,9.0,6,4,1,11001,2,2,4.0,FONTIBON
1368,9.0,6,4,1,11001,2,2,4.0,FONTIBON
1369,9.0,6,57,2,11001,2,2,4.0,FONTIBON
1370,12.0,6,16,2,11001,2,2,3.0,BARRIOS UNIDOS
1371,13.0,6,18,1,11001,1,1,4.0,TEUSAQUILLO
1372,13.0,6,17,2,11001,1,1,4.0,TEUSAQUILLO
1373,13.0,6,10,2,11001,2,2,4.0,TEUSAQUILLO
1374,12.0,6,60,2,11001,2,2,3.0,BARRIOS UNIDOS
1375,17.0,6,35,2,11001,2,2,3.0,CANDELARIA
1376,5.0,6,13,2,11001,1,1,2.0,USME
1377,18.0,6,37,2,11001,2,2,2.0,RAFAEL URIBE URIBE
1378,18.0,6,23,2,11001,2,2,2.0,RAFAEL URIBE URIBE
1379,18.0,6,4,1,11001,2,2,2.0,RAFAEL URIBE URIBE
1380,18.0,6,16,1,11001,2,2,2.0,RAFAEL URIBE URIBE
1381,18.0,6,71,1,11001,2,2,2.0,RAFAEL URIBE URIBE
1382,18.0,6,33,1,11001,1,2,3.0,RAFAEL URIBE URIBE
1383,19.0,6,4,2,11001,2,2,3.0,CIUDAD BOLIVAR
1384,6.0,6,3,1,11001,2,2,2.0,TUNJUELITO
1385,18.0,6,70,1,11001,2,2,3.0,RAFAEL URIBE URIBE
1386,18.0,6,73,1,11001,2,2,3.0,RAFAEL URIBE URIBE
1387,18.0,6,31,2,11001,2,2,3.0,RAFAEL URIBE URIBE
1388,19.0,6,75,1,11001,2,1,2.0,CIUDAD BOLIVAR
1389,19.0,6,11,1,11001,1,1,2.0,CIUDAD BOLIVAR
1390,19.0,6,43,2,11001,2,2,2.0,CIUDAD BOLIVAR
1391,19.0,6,59,2,11001,1,2,1.0,CIUDAD BOLIVAR
1392,19.0,6,45,2,11001,2,2,1.0,CIUDAD BOLIVAR
1393,9.0,6,4,2,11001,1,2,3.0,FONTIBON
1394,9.0,6,85,2,11001,2,2,3.0,FONTIBON
1395,9.0,6,5,2,11001,2,2,3.0,FONTIBON
1396,9.0,6,62,1,11001,2,2,3.0,FONTIBON
1397,9.0,6,27,2,11001,1,2,3.0,FONTIBON
1398,9.0,6,58,2,11001,2,2,3.0,FONTIBON
1399,9.0,6,77,2,11001,2,2,3.0,FONTIBON
1400,9.0,6,7,2,11001,2,2,2.0,FONTIBON
1401,9.0,6,37,2,11001,2,2,2.0,FONTIBON
1402,9.0,6,23,1,11001,2,2,2.0,FONTIBON
1403,9.0,6,6,2,11001,2,2,4.0,FONTIBON
1404,,6,3,2,25200,1,2,3.0,
1405,,6,70,2,25200,2,2,1.0,
1406,,6,75,1,25200,2,2,3.0,
1407,,6,83,2,25200,1,2,2.0,
1408,,6,61,1,25200,1,2,2.0,
1409,,6,9,1,25736,1,2,3.0,
1410,,6,54,2,25736,1,2,3.0,
1411,,6,41,2,25736,2,2,3.0,
1412,,6,16,2,25736,2,2,3.0,
1413,,6,60,1,25754,2,2,1.0,
1414,,6,80,1,25754,2,2,1.0,
1415,,6,27,2,25754,2,2,3.0,
1416,,6,51,2,25269,2,2,2.0,
1417,,6,55,1,25269,2,1,2.0,
1418,,6,75,1,25269,9,9,3.0,
1419,,6,26,1,25269,1,2,2.0,
1420,,6,23,1,25269,1,2,2.0,
1421,,6,67,1,25269,1,2,2.0,
1422,,6,78,2,25269,2,2,2.0,
1423,,6,77,1,25269,2,2,2.0,
1424,,6,51,2,25269,1,2,2.0,
1425,,6,59,1,25269,2,2,2.0,
1426,,6,6,1,25269,2,2,2.0,
